expte_code,fecha,gestion,se_giro_a,dependencia_actual
7855,1970-01-01,Pendite ver - Vto de ofertas 24/2,EN ESTA DIRECCIÓN,EN ESTA DIRECCIÓN
228,2026-02-06,"se sugiere propiciar la continuidad del servicio, por el término de cuatro (4) meses o hasta la efectiva adjudicación del nuevo contrato, con la actual empresa prestataria “Ascensores La Plata S.R.L.”",Compras,Compras
228,2026-02-02,Solicita prórroga por el término de 4 meses o hasta la efectiva adjudicación del servicio-,Compras,En esta Dirección
227,2026-02-06,"se sugiere propiciar la contratación del servicio por el término de cuatro (4) meses o hasta la efectiva adjudicación del nuevo contrato, con idéntico proveedor “ESCOFE Víctor Daniel”,",Compras,Compras
227,2026-02-02,Solicita la contiuidad por el término de 4 ??? VER meses o hasta la efectiva adjudicación del servicio-,Compras,En esta Dirección
225,2026-02-06,"se sugiere propiciar la contratación del servicio por el término de cuatro (4) meses o hasta la efectiva adjudicación del nuevo contrato, con idéntico proveedor “TEKNIK S.R.L”",Compras,En esta Dirección
225,2026-02-02,Solicita la contiuidad por el término de 4 ??? VER meses o hasta la efectiva adjudicación del servicio-,Compras,En esta Dirección
226,2026-02-06,"Solicita la contiuidad por el término de 4 mes con el actual prestador TEKNIK SRL , al vto de la O.C 486/2025",Compras,En esta Dirección
226,2026-02-02,Solicita la contiuidad por el término de 4 ??? VER meses o hasta la efectiva adjudicación del servicio-,Compras,En esta Dirección
223,2026-02-04,Solicita la contiuidad por el término de 4 meses o hasta la efectiva adjudicación del servicio. Idéntico proveedor. (actualmente se paga $ 1.380.000),Compras,Subdirección de Compras
222,2026-02-04,Solicita la contiuidad por el término de 4 meses o hasta la efectiva adjudicación del servicio. (actualmente se paga $ 3.560.000),Compras,Subdirección de Compras
7432,2026-02-09,Solicita la contiuidad por el término de 4 meses o hasta la efectiva adjudicación del servicio-,compras,En Subdirección de compras
64,2026-02-04,Solicita la contiuidad por el término de 3 meses o hasta la efectiva adjudicación del servicio (989/2025),Compras,En esta Dirección
64,2026-02-02,Solicita la contiuidad por el término de 4 ??? VER meses o hasta la efectiva adjudicación del servicio-,Compras,En esta Dirección
221,2026-02-04,Pendiente ver,Compras,En esta Dirección
221,2026-01-30,Se fundamente la necesidad de continuidad del servicio por el término de 2 meses...o hasta la efectiva...con idéntico proveedor.,Compras,En esta Dirección
224,2026-02-06,"Solicitamos continuidad por 4 meses o hasta la efectiva adjudicación, Actualmente se paga $ 1.240.000",Subdirección de Compras,Subdirección de Compras
28,2026-02-06,Nota en revisión -hablado Sergio con Marcela,Correo electrónico,Correo electrónico
28,2026-02-06,Nota en revisión- Sergio hablado con Marcela,Correo electrónico,Correo electrónico
17,2026-02-09,Pendiente firma Ferrari,Liquidaciones,Dirección de Gestión
EXP. .,1970-01-01,123456.0,Dir. de Administración,D. G. I. e I. - DEPTO. JURÍDICO ADMINISTRATIVO
EXP. .,1970-01-01,lcvnejgfper,Dir. de Administración,D. G. I. e I. - DEPTO. JURÍDICO ADMINISTRATIVO
EXP. .,1970-01-01,lcvnejgfper,Dir. de Administración,D. G. I. e I. - DEPTO. JURÍDICO ADMINISTRATIVO
