expte_code,anio,edificio,caratula,fecha_ingreso,ultima_gestion,se_giro_a,tipo_tramite,fecha,etiqueta,resolucion,dependencia_actual
7556,2025,Villarino 2010 CABA,"DESMONTAJE DE DOS (2) GRUPOS ELECTRÓGENOS UBICADOS EN TALCAHUANO 550, TRASLADO Y MONTAJE EN VILLARINO 2010-CABA. SERVICIO DE MANTENIMIENTO Y ABASTECIMIENTO DE COMBUSTIBLE",2025-11-20,Se conformó la nota SERELEX ARGENTINA SRL $62.696.470 (faltó acompañar el correo de sistemas),Correo electrónico Natalio Villalba,,2025-01-26,EN TRÁMITE,No tiene,INFRAESTRUCTURA
7238,2025,DAJUDECO,"ADQUISICIÓN DE SISTEMA DE ISLAS CON PUESTOS DE TRABAJO, CAJONERAS RODANTES Y ESTANTERÍAS CON DESTINO A LA DIRECCION DE ASISTENCIA JUDICIAL EN DELITOS COMPLEJOS Y CRIMEN ORGANIZADO DEL PODER JUDICIAL DE LA NACIÓN",2025-11-28,"Contratar la adquisición de un sistema de islas con puestos de trabajo, cajoneras rodantes y estanterías con las firmas ROYAL DOOR S.R.L. por la suma de $22.605.762,30.- y PRODMOBI S.A. por la suma de $453.600.-",Administración,,2025-12-04,finalizó,No tiene,Administración
6676,2025,Roque Saenz Peña 1190,CONTINUIDAD DEL SERVICIO DE LIMPIEZA INTEGRAL DEL 7MO PISO DEL EDIFICIO SITO EN AV.PTE ROQUE SAENZ PEÑA 1190 DE ESTA ESTA CIUDAD - N° OC 304/2025,2025-12-12,Resolución 3123/2025 por la suma de $ 6.008.750. (por 4 meses de contratación),Compras,,2025-12-12,FINALIZÓ PARA ESTE DIRECCIÓN,3123/2025,Despacho
6677,2025,Viamonte 1197,CONTINUIDAD DEL SERVICIO DE LIMPIEZA INTEGRAL DEL EDIFICIO SITO EN CALLE VIAMONTE 1197 DE LA CABA - N° OC 303/2025,2025-12-12,resolución N° 3124/2025 por la suma de 25.600.112 (por 4 meses de continuidad),Compras,,2025-12-12,FINALIZÓ PARA ESTE DIRECCIÓN,3124/2025,Dirección de Despacho
6675,2025,Talcahuano 550 y Villarino 2010,CONTINUIDAD DEL SERVICIO DE LIMPIEZA INTEGRAL DEL EDIFICIO SITO EN LAS CALLES TALCAHUANO 550 Y VILLARINO 2010 DE LA CIUDAD AUTONOMA DE BUENOS AIRES - ORDEN DE COMPRA N° 383/2025,2025-11-28,Presta conformidad a nuevo valor mensual $ 210.000.000 (2 meses $540.000.000),Compras,,2025-12-09,FINALIZÓ PARA ESTE DIRECCIÓN,No tiene,En esta Dirección
6673,2025,HIPOLITO YRIGOYEN 2041/61,CONTINUIDAD DEL SERVICIO DE LIMPIEZA INTEGRAL DEL EDIFICIO SITO EN LA CALLE HIPOLITO YRIGOYEN 2041/61 DE LA CIUDAD AUTONOMA DE BUENOS AIRES - N° OC 323/2025,2025-12-12,Resolución 3109/2025 por la suma total de $ 77.424.000 (4 meses de continuidad),-,,2025-12-12,FINALIZÓ PARA ESTE DIRECCIÓN,3109/2025,Compras
6678,2025,LAVALEE 1248/50,CONTINUIDAD DEL SERVICIO DE LIMPIEZA INTEGRAL EN EL EDIFICIO SITO EN LA CALLE LAVALLE 1248/50 DE LA CABA SEDE DE LA OVD DE LA CSJN - N° OC 318/2025,2025-11-28,Resolución 3128/2025 por la suma total de $ 71.780.000. (4 meses),Compras,,2025-12-15,FINALIZÓ PARA ESTE DIRECCIÓN,3128/2025,Compras
3376,2025,VARIOS EDIFICIOS,RENOVACION DEL SERVICIO DE DISPENSERS DE AGUA FRIO-CALOR Y BOTELLONES RETORNABLES DE AGUA PURIFICADA E IONIZADA CON DESTINO A DISTINTAS DEPENDENCIAS DE LA C.S.J.N. - OC NROS. 731/2024 A 742/2024,2025-12-02,Pendiente cierre de PET (Licitación),Patrimonial,,2025-12-02,EN TRÁMITE PARA ESTA DIRECCIÓN,No tiene,Patrimonial
sn Solado Palacio,2025,TALCAHUANO 550 CABA,"“RENOVACION DE SOLADO DE PVC, REPARACION DE CIELORRASO DE YESO Y PINTURA DE PAREDES, CARPINTERIAS Y CIELORRASO DE LA MESA DE ENTRADA DEL PALACIO DE JUSTICIA”",2025-12-02,Pendiente ver PET,Correo electrónico Juan Rubianes,,2025-12-02,PENDIENTE RESOLVER,no tiene,Correo electrónico Juan Rubianes
5099,2025,VARIOS EDIFICIOS,RENOVACION DE LOS SEGUROS GENERALES PARA DISTINTOS EDIFICIOS DEPENDIENTES DE LA CSJN - ORDENES DE COMPRA N° 125 A 129/2025,2025-12-03,Pendiente,Dpto. Operativo,,2025-12-03,PENDIENTE RESOLVER,no tiene,Dpto. Operativo
6847,2025,VARIOS EDIFICIOS,PROVISIÓN DE PLATAFORMA ELEVADORA MÓVIL DE PERSONAS (PEMP) DESTINADO A LA SUBDIRECCION DE INFRAESTRUCTURA,2025-12-03,"Contratación destinada a la provisión de una Plataforma Elevadora Móvil de Personas Tipo Mástil Unipersonal, y una Plataforma Elevadora Móvil de Personas tipo TijeraALLTURA & SUSTENTABLE S.A: Renglón 1: $ 19.600.000, Renglón 2: $ 37.280.000. Total: $ 56.880.000",Dpto. Seguridad e Higiene,,2025-12-03,FINALIZÓ PARA ESTE DIRECCIÓN,no tiene,Dpto. Seguridad e Higiene
4046,2025,PALACIO,PROVISION DE RESMAS DE PAPEL DESTINO A DEPENDENCIAS DE LA CSJN - ORDENES DE COMPRA 686 Y 687/2024,2025-11-12,"Con Reso 3420/2025: Adjudicar a la firma “FORMATO S.A.” los renglones A oferta alternativa- A4- 75 G/M². (210 × 297 MM) cantidad 6000 y renglón C RESMAS FORMATO A4- 90 G/M². (210 × 297 MM) cantidad 30, por la suma total de $ 29.129.910, y a la firma “PAPELERA PERGAMINO S.A.I.C.Y.A.” el renglón B FORMATO OFICIO 75 G/M². (216 × 343 MM) cantidad 1000 total $ 6.289.270.",Compras,,2025-12-29,FINALIZÓ PARA ESTE DIRECCIÓN,3420/2025,Compras
74322025,2025,Varios edificios,CONTINUIDAD DEL SERVICIO DE DISPENSERS DE AGUA FRIO-CALOR Y BOTELLONES RETORNABLES DE AGUA PURIFICADA E IONIZADA CON DESTINO A DISTINTAS DEPENDENCIAS DE LA C.S.J.N. - OC NROS. 731/2024 A 742/2024,2025-12-04,Se solicita la continuidad por el plazo de 4 meses con idéntico proveedor.,Compras,,2025-12-09,Finalizó para esta Dirección,No,Compras
7415,2025,DAJUDECO,PROVISIÓN Y COLOCACIÓN DE PISO VINÍLICO CON DESTINO A LA DIRECCIÓN DE ASISTENCIA JUDICIAL EN DELITOS COMPLEJOS Y CRIMEN ORGANIZADO DEL PODER JUDICIAL DE LA NACIÓN,2025-12-05,Pendiente ver,En esta Dirección,,2025-12-05,PENDIENTE RESOLVER,No tiene,En esta Dirección
6602,2025,PALACIO DE JUSTICIA,CONTINUIDAD DEL SERVICIO DE ASEGURAMIENTO DEL PARQUE AUTOMOTOR DE LA CSJN - OC N° 616/2024,2025-12-09,Con reso 3373/2025 - PROVINCIA SEGUROS SRL $15.345.286 mensual (2 meses) total de : $30.690.572,Compras,,2025-12-22,FINALIZÓ PARA ESTA DIRECCIÓN,3373/2025,Compras
7612,2025,PALACIO DE JUSTICIA,EXP 7612/2025 PRORROGA DEL SERVICIO DE DESRATIZACION DESINSECTACION Y DESINFECCION CON DESTINO AL PALACIO DE JUSTICIA DE LA NACION SITO EN CALLE TALCAHUANO 550 DE LA CABA - OC N° 531 Y 532/2023,2025-12-18,resolución n° 3260/2025 PRORROGA por 2 meses. Total de 14.217.578,-,,2025-12-18,FINALIZÓ PARA ESTE DIRECCIÓN,3260/2025,Dirección de Despacho
7859,2025,PALACIO DE JUSTICIA,"CONTRATACION DE TRABAJOS MENORES DE RENOVACION DE SOLADOS UBICADOS EN P.B., 1° Y 2° PISO DEL EDIFICIO SITO EN LAVALLE 1240/50, C.A.B.A.",2025-12-12,se eleva con presupuesto oficial estimado en $ 119.820.028,Compras,,,EN TRÁMITE PARA ESTA DIRECCIÓN,No tiene,Compras
4477,2025,VARIOS EDIFICIOS,Referencia - Esc. del expediente N° 5099/2025.,2025-12-15,Perito Tasadores aacompaña informe de valuación de edificios - (Pendiente dar curso al expte. principal 5099/25),Peritos Tasadores,,2025-12-23,FINALIZÓ PARA ESTE DIRECCIÓN,No tiene,En esta DIRECCIÓN
7083,2025,Palacio de Justicia,"PARTIDA ESPECIAL PARA TRABAJOS DE PINTURA EN OFICINAS VARIAS DE LA CORTE SUPREMA DE JUSTICIA DE LA NACION EN EL PALACIO DE JUSTICIA, TALCAHUANO 550 - CABA",2025-12-15,Se eleva con documental,Infraestructura,,2025-12-15,EN TRÁMITE PARA ESTA DIRECCIÓN,No tiene,Infraestructura
7082,2025,Palacio de Justicia,"EXP 7882/2025 PARTIDA ESPECIAL PARA TRABAJOS DE PULIDO E HIDROLAQUEADO EN OFICINAS VARIAS DE LA CORTE SUPREMA DE JUSTICIA DE LA NACION EN EL PALACIO DE JUSTICIA, TALCAHUANO 550 - CABA",2025-12-15,"RESO 3380/2025 : contratación de trabajos de pulido, hidrolaqueado y cambio de piezas de madera en mal estado de conservación en distintos locales del Palacio de Justicia de la Nación sito en Talcahuano 550 de C.A.B.A., “JOAQUIN FABIAN ELIAS” ($ 14.849.999,50.-)",Infraestructura,,2025-12-23,FINALIZÓ PARA ESTE DIRECCIÓN,3380/2025,Infraestructura
7303,2025,PALACIO DE JUSTICIA,"PRESTACIÓN DE UN SERVICIO QUE INCLUYE TAREAS DE REAPARACIÓN, LIMPIEZA Y DESINFECCIÓN DE LOS TANQUES CISTERNA Y ELEVADOS DEL PALACIO DE JUSTICIA, SITO EN TALACAHUANO 550",2025-12-15,"Con reso 3415/2025. contratación del servicio de reparación, limpieza y desinfección de los tanques cisterna y elevados del Palacio de Justicia, por el término de doce (12) meses, y adjudicar a la firma “GRUPO EFIA S.R.L.” por la suma total de pesos $ 5.999.978.",Contrataciones,,2025-12-26,FINALIZÓ PARA ESTE DIRECCIÓN,3415/2025,Contrataciones
7630,2025,PALACIO DE JUSTICIA,RENOVACION DEL SERVICIO DE CERTIFICACION REPARACIONES MANTENIMIENTO PREVIO PUESTA EN MARCHA Y CONSERVACION DEL SISTEMA DE CALEFACCION CENTRAL DEL PALACIO DE JUSTICIA SITO EN TALCAHUANO 550 DE LA CABA,2025-12-03,Se eleva para su caratulación,Dirección de adm.,,,EN TRÁMITE PARA ESTA DIRECCIÓN,no tiene,Dirección de adm.
7679,2025,Dajudeco,ADQUISICIÓN DE MATERIALES DE CONSTRUCCIÓN CON DESTINO A LA DIRECCIÓN DE ASISTENCIA JUDICIAL EN DELITOS COMPLEJOS Y CRIMEN ORGANIZADO DEL PODER JUDICIAL DE LA NACIÓN,2025-12-15,"Toma conocimiento y presta conformidad para seguir con el trámite por el monto de $3.171.571,00",-,,2025-12-15,EN TRÁMITE PARA ESTA DIRECCIÓN,no tiene,Dirección de Gestion Interna e Infraestructura
7650,2025,PALACIO DE JUSTICIA,SOLICITUD ADECUACION PROVISORIA DE PRECIOS N°1 ANEXO I A LICITACION PUBLICA 430/2024,2025-12-26,"En trámite (corresponde al expediente n° 5377/2025 ""Consolidación y Mantenimiento de Fachadas Talcahuano y Tucumán y Obras Complementarias- Palacio de Justicia, Talcahuano 550 CABA )",Infraestructura,,2025-12-26,PENDIENTE RESOLVER,no tiene,Infraestrcutura
7884,2026,TALCAHUANO 550,"RENOVACIÓN DE SOLADOS DE PVC, REPARACIÓN DE CIELORRASO DE YESO Y PINTURA DE PAREDES, CARPINTERÍAS Y CIELORRASO DE LA MESA DE ENTRADA DE PB DEL PALACIO DE JUSTICIA, TALCAHUANO 55",2025-12-26,"Con Reso 3412/2025 : contratación directa por razones de urgencia de: trabajos menores de renovación de los solados, el cielorraso y la pintura en distintos locales del Palacio de Justicia de la Nación sito en Talcahuano 550 de C.A.B.A., y adjudicar a la firma “PROPARQ S.A.S.” $28.037.100",COMPRAS,,2025-12-26,FINALIZÓ PARA ESTE DIRECCIÓN,3412/2025,Contrataciones
4236,2023,LAVALLE 1429 5° PISO,REPARACION DE PISOS Y PAREDES DE DOS DESPACHOS SITUADOS EN LAVALLE 1429 5° PISO,2026-01-23,Solicita el archivo de las actuaciones,EN ESTA DIRECCIÓN,,2025-01-23,EN TRÁMITE PARA ESTA DIRECCIÓN,no tiene,EN ESTA DIRECCIÓN
3538,2023,Bartolomé Mitre 718,OFICINA PERICIAL S/REALIZACION DE TRABAJOS DURANTE LA FERIA DE ENERO 2024,2026-01-26,Solicita el archivo de las actuaciones,EN ESTA DIRECCIÓN,,2025-01-26,EN TRÁMITE PARA ESTA DIRECCIÓN,no tiene,EN ESTA DIRECCIÓN
5250,2023,Edificios Judiciales en Mar del Plata,UNIVERSIDAD FASTA S/AUTORIZACION A SOSA LORENA BEATRIZ A ACCEDER A EDIFICIOS DEL PODER JUDICIAL DE MAR DEL PLATA P/REALIZACION DE PROYECTO FINAL INTEGRADOR,2025-01-23,"En atención a lo solicitado, se informa que se toma intervención y se presta conformidad con lo actuado en las presentes actuaciones.Sin perjuicio de ello, corresponde señalar que lo requerido resulta ajeno al ámbito y jurisdicción de competencia de esta Subdirección de Infraestructura, excediendo las atribuciones que le son propias.En consecuencia, y a fin de dar adecuada continuidad al trámite, se giran las presentes actuaciones a la Dirección de Infraestructura Judicial del Consejo de la Magistratura, para su intervención y a los fines que estime corresponder.",EN ESTA DIRECCIÓN,,2025-01-23,EN TRÁMITE PARA ESTA DIRECCIÓN,no tiene,EN ESTA DIRECCIÓN
5987,2023,Edificios Judiciales en Mar del Plata,TAREAS DE REFORMA Y ADECUACION EDILICIA PARA NUEVOS PUESTOS DE TRABAJO,2025-01-26,Solicitar el Archivo de las actuaciones (labores en el edificio : Cuerpo Médico Forense .,EN ESTA DIRECCIÓN,,2025-01-26,EN TRÁMITE PARA ESTA DIRECCIÓN,no tiene,EN ESTA DIRECCIÓN
6888,2023,Villarino 2010,REACONDICIONAMIENTO DEL ESPACIO QUE OCUPA EL TALLER DE MANTENIMIENTO AUTOMOTOR EN EL EDIFICIO VILLARINO 2010,2025-01-23,"Solicita el Archivo de las actuaciones : intervención vinculada al reacondicionamiento del espacio que usufructúa el Taller de Mantenimiento Automotor, ubicado en el edificio sito en la calle Villarino N° 2010 de la Ciudad Autónoma de Buenos Aires, ya ha sido ejecutada mediante partida especial",EN ESTA DIRECCIÓN,,2025-01-23,EN TRÁMITE PARA ESTA DIRECCIÓN,no tiene,EN ESTA DIRECCIÓN
7855,2025,DAJUDECO,SERVICIO DE RELEVAMIENTO E INFORME TÉCNICO DEL TABLERO GENERAL DE BAJA TENSIÓN CON DESTINO A LA DIRECCIÓN DE ASISTENCIA JUDICIAL EN DELITOS COMPLEJOS Y CRIMEN ORGANIZADO DEL PODER JUDICIAL DE LA NACIÓN,2025-01-26,Pendite ver - Vto de ofertas 24/2,EN ESTA DIRECCIÓN,,2026-01-26,PENDIENTE RESOLVER,no tiene,EN ESTA DIRECCIÓN
SN Mobiliario Museo,2026,PALACIO,"“Ejecución y armado de mobiliario para exposición, nuevo museo, CSJN.”",2026-01-29,PET en revisión,Correo electrónico Fede Lobos,,,EN TRÁMITE PARA ESTA DIRECCIÓN,no tiene,Correo electrónico Fede Lobos
228,2026,LAVALLE 1250,CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO INTEGRAL PREVENTIVO Y CORRECTIVO DEL ASCENSOR INSTALADO EN EL EDIFICIO SITO EN LAVALLE 1250 DE LA CABA - N° OC 626/2024,2026-02-02,"se sugiere propiciar la continuidad del servicio, por el término de cuatro (4) meses o hasta la efectiva adjudicación del nuevo contrato, con la actual empresa prestataria “Ascensores La Plata S.R.L.”",Compras,,2026-02-06,EN TRÁMITE PARA ESTA DIRECCIÓN,no tiene,Compras
227,2026,BARTOLOME MITRE 718,"CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO INTEGRAL, PREVENTIVO Y CORRECTIVO CON ATENCION DIARIA DE LA INSTALACION TERMOMECANICA DEL EDIFICIO BARTOLOME MITRE 718 OC N° 487/2025",2026-02-02,"se sugiere propiciar la contratación del servicio por el término de cuatro (4) meses o hasta la efectiva adjudicación del nuevo contrato, con idéntico proveedor “ESCOFE Víctor Daniel”,",Compras,,2026-02-06,EN TRÁMITE PARA ESTA DIRECCIÓN,no tiene,En esta Dirección
225,2026,JEAN JAURES 545,"CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO INTEGRAL,PREVENTIVO,CORRECTIVO Y CON ATENCION DIARIA DE LA INSTALACION TERMOMECANICA DEL EDIFICIO DE LA CALLE JEAN JAURES 545 DE LA CIUDAD AUTONOMA DE BUENOS AIRES - OC N° 488/2025",2026-02-02,"se sugiere propiciar la contratación del servicio por el término de cuatro (4) meses o hasta la efectiva adjudicación del nuevo contrato, con idéntico proveedor “TEKNIK S.R.L”",Compras,,2026-02-06,EN TRÁMITE PARA ESTA DIRECCIÓN,no tiene,En esta Dirección
226,2026,LAVALLE 1250,"CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO INTEGRAL, PREVENTIVO Y CORRECTIVO DE LOS EQUIPOS DE AIRE ACONDICIONADO CORRESPONDIENTE A LOS LOCALES DESTINADOS A LA OFICINA DE VIOLENCIA DOMESTICA SITA EN LA CALLE LAVALLE 1250 DE ESTA CIUDAD OC N° 486/2025",2026-02-02,"Solicita la contiuidad por el término de 4 mes con el actual prestador TEKNIK SRL , al vto de la O.C 486/2025",Compras,,2026-02-06,EN TRÁMITE PARA ESTA DIRECCIÓN,no tiene,En esta Dirección
223,2026,YRIGOYEN 2041 Y EN LA CALLE JEAN JAURES 545,CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO INTEGRAL PREVENTIVO Y CORRECTIVO DE LOS ASCENSORES ELECTROMECANICOS INSTALADOS EN LOS EDIFICIOS SITO EN CALLE H YRIGOYEN 2041 Y EN LA CALLE JEAN JAURES 545 CABA Y LA PLATAFORMA HIDRAULICA INSTALADA EN EL EDICIFIO DE LA CALLE JEAN JAURES 545 CABA OC N° 495/2025,2026-02-02,Solicita la contiuidad por el término de 4 meses o hasta la efectiva adjudicación del servicio. Idéntico proveedor. (actualmente se paga $ 1.380.000),Compras,,2026-02-04,EN TRÁMITE PARA ESTA DIRECCIÓN,no tiene,Subdirección de Compras
222,2026,TALCAHUANO 550,"CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO INTEGRAL, PREVENTIVO Y CORRECTIVO DE ASCENSORES, PLATAFORMA ELEVADORA Y MONTA EXPEDIENTES INSTALADOS EN DIVERSOS EDIFICIOS PERTENECIENTES A LA CORTE SUPREMA DE JUSTICIA DE LA NACIÓN - OC N° 493 Y 494/2025",2026-02-02,Solicita la contiuidad por el término de 4 meses o hasta la efectiva adjudicación del servicio. (actualmente se paga $ 3.560.000),Compras,,2026-02-04,EN TRÁMITE PARA ESTA DIRECCIÓN,no tiene,Subdirección de Compras
7432,2026,VARIOS,CONTINUIDAD DEL SERVICIO DE DISPENSERS DE AGUA FRIO-CALOR Y BOTELLONES RETORNABLES DE AGUA PURIFICADA E IONIZADA CON DESTINO A DISTINTAS DEPENDENCIAS DE LA C.S.J.N. - OC NROS. 731/2024 A 742/2024,2026-02-02,Solicita la contiuidad por el término de 4 meses o hasta la efectiva adjudicación del servicio-,compras,,2025-02-09,Finalizó para esta Dirección,no tiene,En Subd. de Compras
64,2026,PALACIO DE JUSTICIA,"CONTRATACION DEL SERVICIO DE DESRATIZACION, DESINSECTACION Y DESINFECCION CON DESTINO AL PALACIO DE JUSTICIA DE LA NACION SITO EN CALLE TALCAHUANO 550 DE LA CABA - OC N° 611/2025",2026-02-02,Solicita la contiuidad por el término de 3 meses o hasta la efectiva adjudicación del servicio (989/2025),Compras,,2026-02-04,EN TRÁMITE PARA ESTA DIRECCIÓN,no tiene,En esta Dirección
221,2026,PALACIO DE JUSTICIA,CONTRATACIÓN DEL SERVICIO DE LIMPIEZA INTEGRAL DEL EDIFICIO SITO EN LAS CALLES TALCAHUANO 550 Y VILLARINO 2010 DE LA CIUDAD AUTONOMA DE BUENOS AIRES - ORDEN DE COMPRA N° 602/2025,2026-02-04,Pendiente ver,Compras,,2026-02-04,EN TRÁMITE PARA ESTA DIRECCIÓN,no tiene,En esta Dirección
224,2026,CUERPO MEDICO FORENSE,"CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO INTEGRAL, PREVENTIVO Y CORRECTIVO DE LOS EQUIPOS DE AIRE ACONDICIONADO CORRESPONDIENTE A LOS LOCALES DESTINADOS A LA OFICINA DE VIOLENCIA DOMESTICA SITA EN LA CALLE LAVALLE 1250 DE ESTA CIUDAD OC N° 491/2025",2026-02-05,"Solicitamos continuidad por 4 meses o hasta la efectiva adjudicación, Actualmente se paga $ 1.240.000",Subdirección de Compras,,2026-02-06,EN TRÁMITE PARA ESTA DIRECCIÓN,no tiene,Subdirección de Compras
28,2026,TALCAHUANO 550,Liquidar y abonar limpieza Unidad 28,2026-02-06,Nota en revisión -hablado Sergio con Marcela,Correo electrónico,,2026-02-06,EN TRÁMITE PARA ESTA DIRECCIÓN,no tiene,Correo electrónico
28,2026,TALCAHUANO 550,Liquidar y abonar limpieza Unidad 28,2026-02-06,Nota en revisión- Sergio hablado con Marcela,Correo electrónico,,2026-02-06,EN TRÁMITE PARA ESTA DIRECCIÓN,no tiene,Correo electrónico
SN Aire Museo,2026,TALCAHUANO 550,"“Provisión, instalación y puesta en marcha de sistema de aire acondicionado tipo VRF, nuevo museo, CSJN.”",2026-02-06,En revisión,-,,,PENDIENTE RESOLVER,no tiene,Dirección de Gestión
17,2026,TALCAHUANO 550,DEPARTAMENTO DE LIQUIDACIONES S/ ORDEN DE COMPRA N° 85/2024 SERVICIO DE LIMPIEZA INTEGRAL DEL EDIFICIO SITO EN CALLE H YRIGOYEN 2041/61,2026-01-23,Pendiente firma Ferrari,Liquidaciones,,2026-02-09,EN TRÁMITE PARA ESTA DIRECCIÓN,no tiene,Dirección de Gestión
EXP. .,2026,xxxx,aaaa,2026-02-09,123456.0,Dir. de Administración,,2026-02-09,EN TRÁMITE PARA ESTA DIRECCIÓN,NO TIENE,D. G. I. e I. - DEPTO. JURÍDICO ADMINISTRATIVO
